url,title,rent_price,expenses_price,location,icon-stotal,icon-scubierta,icon-ambiente,icon-bano,icon-cochera,icon-dormitorio,icon-antiguedad,icon-orientacion,general_features,icon-toilete,features,icon-luminosidad,icon-disposicion,icon-inmueble
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-en-venta-aura-nunez-54261448.html,Departamento · 90m² · 3 ambientes,USD 904.429,No disponible,"Cuba Entre Deheza y Arias, Núñez, Capital Federal",130 m² tot.,90 m² cub.,3 amb.,2 baños,,2 dorm.,A estrenar,,; ; ; ; ; ,2 toilettes,,Muy luminoso,Interno,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-hermoso-chalet-colonial-en-ituzaingo-sur-a-pocas-54360765.html?labs=0,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 250m² · 5 ambientes · 2 cocheras,USD 220.000,No disponible,"olivera 1100, Ituzaingó Sur, Ituzaingó",373 m² tot.,250 m² cub.,5 amb.,3 baños,2 coch.,4 dorm.,50 años,,,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-chalet-de-5-ambientes-ituzaingo-norte-42565898.html?labs=1,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 200m² · 5 ambientes · 2 cocheras,USD 180.000,No disponible,"Condarco 700, Ituzaingó Norte, Ituzaingó",449 m² tot.,200 m² cub.,5 amb.,3 baños,2 coch.,4 dorm.,40 años,,; ; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-5-ambientes-venta-ituzaingo-sur-55661138.html?labs=2,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 210m² · 5 ambientes · 1 cochera,USD 190.000,No disponible,"Dunant 1300, Ituzaingó Sur, Ituzaingó",645 m² tot.,210 m² cub.,5 amb.,2 baños,1 coch.,4 dorm.,10 años,,; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-parque-leloir-4-ambientes-pileta-54525755.html?labs=3,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 167m² · 5 ambientes · 2 cocheras,USD 234.000,No disponible,"Gauchos de Güemes al 2100, Parque Leloir, Ituzaingó",516 m² tot.,167 m² cub.,5 amb.,2 baños,2 coch.,4 dorm.,12 años,,; ; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-venta-ituzaingo-43896986.html?labs=4,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 175m² · 5 ambientes · 1 cochera,USD 190.000,No disponible,"Laprida 500, Ituzaingó Norte, Ituzaingó",372 m² tot.,175 m² cub.,5 amb.,3 baños,1 coch.,4 dorm.,,,; ; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-chalet-en-venta-en-ituzaingo-sur-53628605.html?labs=5,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 150m² · 5 ambientes · 1 cochera,USD 160.000,No disponible,"Olivera 500, Ituzaingó, GBA Oeste",375 m² tot.,150 m² cub.,5 amb.,2 baños,1 coch.,4 dorm.,60 años,,; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-chalet-en-venta-en-ituzaingo-sur-53589281.html?labs=6,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 210m² · 5 ambientes · 1 cochera,USD 220.000,No disponible,"HENRY DUNANT 700, Ituzaingó, GBA Oeste",537 m² tot.,210 m² cub.,5 amb.,2 baños,1 coch.,4 dorm.,50 años,,,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-en-ituzaingo-54984662.html?labs=7,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 330m² · 5 ambientes · 3 cocheras,USD 165.000,No disponible,"Casa en Venta en Fernandez De La Cruz al 700, Ituzaingó Norte, Ituzaingó",330 m² tot.,,5 amb.,2 baños,3 coch.,4 dorm.,6 años,,; ; ; ; ; ; ,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-5-ambientes-en-venta-ituzaingo-52067210.html?labs=8,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 200m² · 5 ambientes · 1 cochera,USD 240.000,No disponible,"Soler al 1200, Ituzaingó, GBA Oeste",609 m² tot.,200 m² cub.,5 amb.,2 baños,1 coch.,4 dorm.,30 años,,; ; ; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-en-ituzaingo-sur-47642823.html?labs=9,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 300m² · 7 ambientes · 1 cochera,USD 250.000,No disponible,"GELPI al 600, Ituzaingó Sur, Ituzaingó",400 m² tot.,300 m² cub.,7 amb.,3 baños,1 coch.,4 dorm.,30 años,,,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-chalet-en-venta-cond-en-ituzaingo-sur-41963540.html?labs=10,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 210m² · 5 ambientes · 1 cochera,USD 220.000,No disponible,"HENRI DUNANT al 700, Ituzaingó Sur, Ituzaingó",537 m² tot.,210 m² cub.,5 amb.,2 baños,1 coch.,4 dorm.,50 años,,,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-chalet-5-ambientes-ituzaingo-norte-ref:-786-45226535.html?labs=11,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 290m² · 5 ambientes · 2 cocheras,USD 240.000,No disponible,"Besares 500, Ituzaingó Norte, Ituzaingó",484 m² tot.,290 m² cub.,5 amb.,3 baños,2 coch.,4 dorm.,25 años,,; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-chalet-en-venta-en-ituzaingo-norte-43271682.html?labs=12,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 220m² · 6 ambientes · 1 cochera,USD 220.000,No disponible,"RIVERA al 600, Ituzaingó Norte, Ituzaingó",480 m² tot.,220 m² cub.,6 amb.,3 baños,1 coch.,4 dorm.,15 años,,,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-casa-ituzaingo-5-ambientes-apta-credito-56399179.html?labs=13,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 140m² · 5 ambientes · 2 cocheras,USD 159.000,No disponible,"Coronel Paulino Rojas 900, Ituzaingó Norte, Ituzaingó",430 m² tot.,140 m² cub.,5 amb.,3 baños,2 coch.,4 dorm.,55 años,,; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-espectacular-chalet-en-venta-en-ituzaingo-52848817.html?labs=14,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 175m² · 5 ambientes · 2 cocheras,USD 180.000,No disponible,"Besares , Ituzaingó Norte, Ituzaingó",350 m² tot.,175 m² cub.,5 amb.,1 baño,2 coch.,4 dorm.,25 años,N,; ; ; ; ; ; ; ; ; ,1 toilette,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-24-de-octubre-1672!-impecable-casa-5-ambientes-56182592.html?labs=15,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 150m² · 5 ambientes,USD 145.000,No disponible,"24 de octubre 1600, Ituzaingó, Buenos Aires, Argentina., Ituzaingó, GBA Oeste",400 m² tot.,150 m² cub.,5 amb.,3 baños,,4 dorm.,A estrenar,,,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta:-5-ambientes:-haras-miriam-44802608.html?labs=16,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 230m² · 5 ambientes · 3 cocheras,USD 230.000,No disponible,"Ramirez 800, Villa Udaondo, Ituzaingó",534 m² tot.,230 m² cub.,5 amb.,2 baños,3 coch.,4 dorm.,25 años,SE,; ; ; ; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta:-5-ambientes:-udaondo:-361-m2-31081670.html?labs=17,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 200m² · 5 ambientes,USD 220.000,No disponible,"Segundo Sombra 1100, Villa Udaondo, Ituzaingó",361 m² tot.,200 m² cub.,5 amb.,3 baños,,4 dorm.,17 años,SE,; ; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-ituzaingo-norte-100-mts-santa-rosa-chalet-5-amb-49939173.html?labs=18,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 181m² · 5 ambientes · 3 cocheras,USD 250.000,No disponible,"Andres Lamas 100, Ituzaingó Norte, Ituzaingó",488 m² tot.,181 m² cub.,5 amb.,3 baños,3 coch.,4 dorm.,25 años,,; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-casa-5-ambientes-ituzaingo-56135802.html?labs=19,I-27-i-i-removeTipoCategoria,20250607115101,da678fa0-964b-4ddf-9d37-f7daea74c168&userid=0&itemid=52275113&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 154m² · 5 ambientes · 1 cochera,USD 215.000,No disponible,"Medina 345, Ituzaingó Norte, Ituzaingó",390 m² tot.,154 m² cub.,5 amb.,,1 coch.,4 dorm.,A estrenar,,; ; ; ; ,2 toilettes,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-1-dormitorio-torre-arealis-53557043.html,Departamento · 44m² · 2 ambientes · 1 cochera,USD 106.000,No disponible,"Torre Arealis, Puerto Norte, Puerto Norte, Rosario",50 m² tot.,44 m² cub.,2 amb.,1 baño,1 coch.,1 dorm.,A estrenar,O,; ; ; ; ; ,,,Muy luminoso,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-en-tigre-actualizada-con-2-unidades-tipo-56270702.html,Casa · 280m² · 8 ambientes · 1 cochera,USD 290.000,No disponible,"Vilela al 1200, Tigre, Tigre",306 m² tot.,280 m² cub.,8 amb.,4 baños,1 coch.,5 dorm.,80 años,SO,; ; ; ; ; ,,,Muy luminoso,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-almagro-56420039.html,Departamento · 64m² · 3 ambientes,USD 162.500,Expensas $ 10.000,"33 Orientales al 200, Almagro, Capital Federal",76 m² tot.,64 m² cub.,3 amb.,1 baño,,2 dorm.,A estrenar,N,; ; ,1 toilette,,Muy luminoso,Frente,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-3-de-febrero-1100-54275062.html,No disponible,No disponible,No disponible,"3 de Febrero 1100, Distrito Centro, Rosario",,,,,,,,,,,No disponible,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-excelente-propiedad-moderna-45017847.html,Casa · 420m² · 4 ambientes · 5 cocheras,USD 950.000,No disponible,"Ayres de Pilar, Ayres de Pilar, Manuel Alberti",464 m² tot.,420 m² cub.,4 amb.,4 baños,5 coch.,3 dorm.,4 años,,; ; ; ; ; ; ; ; ; ,1 toilette,,Luminoso,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-dorm.-rosario-parque-espana-53805720.html,Departamento · 147m² · 5 ambientes · 2 cocheras,USD 630.000,No disponible,"Oroño y Brown, Distrito Centro, Rosario",170 m² tot.,147 m² cub.,5 amb.,3 baños,2 coch.,3 dorm.,16 años,O,; ; ; ,1 toilette,,,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-a-laguna.-a-estrenar.-56114072.html,Casa · 270m² · 6 ambientes,USD 550.000,Expensas $ 470.000,"A Laguna - A Estrenar - Laguna Grande, Villanueva, Laguna Grande, Dique Luján",650 m² tot.,270 m² cub.,6 amb.,4 baños,,4 dorm.,A estrenar,NE,; ; ; ,1 toilette,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-uno-balvanera-54695409.html,No disponible,No disponible,No disponible,"Moreno 2933, Balvanera, Capital Federal",,,,,,,,,,,No disponible,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-sobre-lote-interno-barbarita-56298754.html,Casa · 170m² · 5 ambientes · 1 cochera,USD 440.000,No disponible,"Casa en Venta Sobre Lote Interno en Barbarita - Bancalari., Barbarita, General Pacheco",650 m² tot.,170 m² cub.,5 amb.,2 baños,1 coch.,3 dorm.,9 años,NO,; ; ; ; ; ; ,1 toilette,,Muy luminoso,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-duplex-4-ambientes-con-terraza-con-parrilla-propia-en-56086597.html,Departamento · 111m² · 4 ambientes,USD 564.000,No disponible,"Palpa 3524, Colegiales, Capital Federal",213 m² tot.,111 m² cub.,4 amb.,2 baños,,3 dorm.,A estrenar,,; ; ; ; ; ,1 toilette,,Muy luminoso,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-en-la-reserva-cardales-6-amb.-56174873.html,Casa · 266m² · 6 ambientes · 2 cocheras,USD 560.000,No disponible,"Ruta Panamericana 9 Km 0, La Reserva Cardales, Campana",360 m² tot.,266 m² cub.,6 amb.,3 baños,2 coch.,5 dorm.,A estrenar,,; ; ,2 toilettes,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-smart-point-iii-56179793.html,No disponible,No disponible,No disponible,"Pringles 1283, Villa Crespo, Capital Federal",,,,,,,,,,,No disponible,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-recoleta-56374599.html,Departamento · 99m² · 4 ambientes · 1 cochera,USD 270.000,Expensas $ 503.000,"Beruti al 3600, Recoleta, Capital Federal",117 m² tot.,99 m² cub.,4 amb.,1 baño,1 coch.,3 dorm.,47 años,O,; ; ; ; ; ,1 toilette,,Muy luminoso,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-4-ambientes-en-venta-florida-56076492.html,Departamento · 76m² · 4 ambientes,USD 160.000,No disponible,"Domingo Faustino Sarmiento al 1700, Florida, Vicente López",78 m² tot.,76 m² cub.,4 amb.,2 baños,,3 dorm.,35 años,E,; ,,,,Contrafrente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-venta-6-ambientes-en-el-canton-barrio-golf-53705609.html,Casa · 226m² · 6 ambientes · 3 cocheras,USD 450.000,Expensas $ 350.000,"Casa venta 6 ambientes en El Cantón barrio Golf Escobar lote de 900 m2, El Cantón / Golf, El Cazador",265 m² tot.,226 m² cub.,6 amb.,4 baños,3 coch.,4 dorm.,A estrenar,E,; ; ,1 toilette,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-calasanz-luxury-54795691.html,No disponible,No disponible,No disponible,"Jose de Calasanz 731, Caballito Sur, Caballito",,,,,,,,,,,No disponible,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-a-estrenar-en-venta-en-barrio-cerrado-san-matias-55886039.html,Casa · 261m² · 8 ambientes · 4 cocheras,USD 380.000,Expensas $ 540.000,"San Matias Escobar, San Matías, Belén de Escobar",1183 m² tot.,261 m² cub.,8 amb.,4 baños,4 coch.,4 dorm.,A estrenar,O,; ; ; ; ; ; ; ,1 toilette,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-ph-tipo-casa-4-ambientes-en-caseros-55489549.html,Casa · 185m² · 4 ambientes · 1 cochera,USD 119.000,No disponible,"Murias al 1200, Caseros, Tres de Febrero",243 m² tot.,185 m² cub.,4 amb.,3 baños,1 coch.,3 dorm.,40 años,NO,; ; ; ; ; ; ; ,1 toilette,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-casa-duplex-3-ambientes-con-patio-en-venta-en-banfield-56213653.html,PH · 78m² · 3 ambientes · 1 cochera,USD 129.990,No disponible,"Rincon 400, Banfield, Lomas de Zamora",148 m² tot.,78 m² cub.,3 amb.,2 baños,1 coch.,2 dorm.,25 años,N,; ,,,,Contrafrente,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-pellegrini-lofts-av-pellegrini-458-54990549.html,No disponible,No disponible,No disponible,"Av. Pellegrini 458, Martín, Distrito Centro",,,,,,,,,,,No disponible,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-trelles-al-2400-73-m-sup2--impecable-terraza-55958217.html,PH · 48m² · 3 ambientes,USD 109.500,Expensas $ 16.000,"Manuel Trelles al 2400 PB, La Paternal, Capital Federal",73 m² tot.,48 m² cub.,3 amb.,1 baño,,2 dorm.,40 años,,; ; ; ,,,,Lateral,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-duplex-en-pinamar-55881730.html,Departamento · 64m² · 3 ambientes,USD 120.000,Expensas $ 127.000,"Martín Pescador e Intermédanos, Pinamar, Buenos Aires Costa Atlántica",84 m² tot.,64 m² cub.,3 amb.,1 baño,,2 dorm.,A estrenar,SE,; ; ; ,1 toilette,,Muy luminoso,Contrafrente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-venta-en-barrio-espana-y-hospitales-en-pb-1-54594769.html,PH · 71m² · 2 ambientes · 1 cochera,USD 45.000,No disponible,"Garay al 1100, España y Hospitales, Rosario",171 m² tot.,71 m² cub.,2 amb.,1 baño,1 coch.,1 dorm.,40 años,N,; ; ; ; ; ,,,,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-duplex-en-santa-ana-joven-56181761.html,Departamento · 82m² · 3 ambientes · 2 cocheras,USD 175.000,Expensas $ 100.000,"Santa Ana Joven, Santa Ana Joven, Benavidez",82 m² tot.,82 m² cub.,3 amb.,2 baños,2 coch.,2 dorm.,1 años,,; ; ,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-ambientes-con-cochera-y-baulera-muy-luminoso-y-56192501.html,Departamento · 50m² · 3 ambientes · 1 cochera,USD 149.000,Expensas $ 230.000,"Cuba al 2600, Belgrano, Capital Federal",51 m² tot.,50 m² cub.,3 amb.,1 baño,1 coch.,2 dorm.,45 años,,; ; ,,,,Lateral,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-palermo-55102308.html,Departamento · 28m² · 1 ambiente,USD 76.900,Expensas $ 55.000,"Peña al 3100, Palermo, Capital Federal",28 m² tot.,28 m² cub.,1 amb.,1 baño,,,41 años,S,; ; ,,,Muy luminoso,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-excelente-3-ambientes-con-patio-apto-vivienda-y-56273910.html,Departamento · 53m² · 3 ambientes,USD 149.900,Expensas $ 124.700,"Caracas al 4800, Villa Pueyrredón, Capital Federal",89 m² tot.,53 m² cub.,3 amb.,1 baño,,2 dorm.,19 años,NE,; ; ; ; ,,,,Contrafrente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-2-ambientes-balcon-pileta-56229618.html,Departamento · 65m² · 1 ambiente · 1 cochera,USD 140.000,No disponible,"venta departamento a estrenar 2 ambiente, condominio 45 HIP PARK, Pilar 8200, Del Viso, Pilar",85 m² tot.,65 m² cub.,1 amb.,2 baños,1 coch.,1 dorm.,A estrenar,,; ,,,,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-con-patio-jardin-56292038.html,Departamento · 98m² · 3 ambientes,USD 295.300,No disponible,"Conde al 4885, Saavedra, Capital Federal",122 m² tot.,98 m² cub.,3 amb.,1 baño,,2 dorm.,A estrenar,E,; ; ; ; ,1 toilette,,Muy luminoso,Contrafrente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-en-barrio-club-de-campo-pueyrredon-54954366.html,Casa · 263m² · 4 ambientes,USD 380.000,No disponible,"Club de Campo Pueyrredon al 100, Pueyrredón, Pilar",863 m² tot.,263 m² cub.,4 amb.,2 baños,,3 dorm.,16 años,,; ; ; ; ; ; ; ,1 toilette,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-4-dorm.-3-banos-1-cochera-300-m2-56382042.html?labs=0,I-27-i-i-removeTipoCategoria,20250607115846,f904bd2d-540f-4443-ae26-0293a45fb84b&userid=0&itemid=56135802&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 250m² · 5 ambientes · 11 cocheras,USD 170.000,No disponible,"Avenida Carlos Ratti y Andalgala, Ituzaingó, GBA Oeste",300 m² tot.,250 m² cub.,5 amb.,3 baños,11 coch.,4 dorm.,20 años,O,; ; ; ; ; ; ; ; ; ,,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-4-dorm.-4-banos-cochera-300-m2-56387269.html?labs=1,I-27-i-i-removeTipoCategoria,20250607115846,f904bd2d-540f-4443-ae26-0293a45fb84b&userid=0&itemid=56135802&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 180m² · 5 ambientes · 2 cocheras,USD 210.000,No disponible,"Camacúa e/ Monseñor Espinosa y José Álvarez Condarco, Ituzaingó, GBA Oeste",300 m² tot.,180 m² cub.,5 amb.,4 baños,2 coch.,4 dorm.,35 años,S,; ; ; ; ; ; ; ; ; ,,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta:-5-ambientes:-udaondo-52018228.html?labs=2,I-27-i-i-removeTipoCategoria,20250607115846,f904bd2d-540f-4443-ae26-0293a45fb84b&userid=0&itemid=56135802&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 200m² · 5 ambientes · 5 cocheras,USD 165.000,No disponible,"Tabare 2000, Villa Udaondo, Ituzaingó",450 m² tot.,200 m² cub.,5 amb.,2 baños,5 coch.,4 dorm.,10 años,E,; ; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-de-casa-ituzaingo-norte-54872598.html?labs=3,I-27-i-i-removeTipoCategoria,20250607115846,f904bd2d-540f-4443-ae26-0293a45fb84b&userid=0&itemid=56135802&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 165m² · 5 ambientes · 3 cocheras,USD 280.000,No disponible,"Consejal Defilippi 2239, Villa Ariza, Ituzaingó",499 m² tot.,165 m² cub.,5 amb.,3 baños,3 coch.,4 dorm.,50 años,O,; ; ; ; ; ,,,Luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-4-dorm.-3-banos-3-cocheras-500-m2-56386305.html?labs=4,I-27-i-i-removeTipoCategoria,20250607115846,f904bd2d-540f-4443-ae26-0293a45fb84b&userid=0&itemid=56135802&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 220m² · 5 ambientes · 3 cocheras,USD 190.000,No disponible,"Coronel Manuel Medina e/ Carabobo y Esperanza, Ituzaingó, GBA Oeste",500 m² tot.,220 m² cub.,5 amb.,2 baños,3 coch.,4 dorm.,37 años,NE,; ; ; ; ; ; ; ,1 toilette,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-4-dorm.-3-banos-cocheras-347-m2-56384055.html?labs=5,I-27-i-i-removeTipoCategoria,20250607115846,f904bd2d-540f-4443-ae26-0293a45fb84b&userid=0&itemid=56135802&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 248m² · 6 ambientes · 2 cocheras,USD 220.000,No disponible,"Martin Rodríguez e/ Padre Mascardi y Coronel Domingo Trole, Ituzaingó Norte, Ituzaingó",347 m² tot.,248 m² cub.,6 amb.,3 baños,2 coch.,4 dorm.,15 años,S,; ; ; ; ; ; ; ; ,,,Muy luminoso,,
